 --- results/merged_results_corpus_lzbench_1753711437.csv_results_corpus_entropy_1757091573.csv.csv --- 
memcpy                |     Compression speed  |  Decompression speed   | +0.95530	<===
lzo1y 2.10 -1         |     Compression speed  |  Compressed size       | -0.61741	<---
lzo1y 2.10 -1         |     Compression speed  |  Ratio                 | -0.93046	<===
lzo1y 2.10 -1         |     Compression speed  |  File-bits             | -0.56299	<---
lzo1y 2.10 -1         |     Compression speed  |  Entropy               | -0.77999	<---
lzo1y 2.10 -1         |     Compression speed  |  Chi-square            | -0.47687
lzo1y 2.10 -1         |     Compression speed  |  Mean                  | -0.78611	<---
lzo1y 2.10 -1         |     Compression speed  |  Monte-Carlo-Pi        | +0.98155	<===
lzo1y 2.10 -1         |     Compression speed  |  Serial-Correlation    | +0.09325
lzo1y 2.10 -1         |   Decompression speed  |  Original size         | -0.33140
lzo1y 2.10 -1         |   Decompression speed  |  Compressed size       | -0.40466
lzo1y 2.10 -1         |   Decompression speed  |  Ratio                 | -0.90963	<===
lzo1y 2.10 -1         |   Decompression speed  |  File-bits             | -0.33140
lzo1y 2.10 -1         |   Decompression speed  |  Entropy               | -0.59523	<---
lzo1y 2.10 -1         |   Decompression speed  |  Chi-square            | -0.18834
lzo1y 2.10 -1         |   Decompression speed  |  Mean                  | -0.61091	<---
lzo1y 2.10 -1         |   Decompression speed  |  Monte-Carlo-Pi        | +0.93381	<===
lzo1y 2.10 -1         |   Decompression speed  |  Serial-Correlation    | -0.19038
lzo1y 2.10 -1         |         Original size  |  Compressed size       | +0.99589	<===
lzo1y 2.10 -1         |         Original size  |  Ratio                 | +0.26704
lzo1y 2.10 -1         |         Original size  |  File-bits             | +1.00000	<===
lzo1y 2.10 -1         |         Original size  |  Entropy               | +0.72590	<---
lzo1y 2.10 -1         |         Original size  |  Chi-square            | +0.97350	<===
lzo1y 2.10 -1         |         Original size  |  Mean                  | +0.73784	<---
lzo1y 2.10 -1         |         Original size  |  Monte-Carlo-Pi        | -0.56564	<---
lzo1y 2.10 -1         |         Original size  |  Serial-Correlation    | -0.67652	<---
lzo1y 2.10 -1         |       Compressed size  |  Ratio                 | +0.33214
lzo1y 2.10 -1         |       Compressed size  |  File-bits             | +0.99589	<===
lzo1y 2.10 -1         |       Compressed size  |  Entropy               | +0.73560	<---
lzo1y 2.10 -1         |       Compressed size  |  Chi-square            | +0.95803	<===
lzo1y 2.10 -1         |       Compressed size  |  Mean                  | +0.74945	<---
lzo1y 2.10 -1         |       Compressed size  |  Monte-Carlo-Pi        | -0.62236	<---
lzo1y 2.10 -1         |       Compressed size  |  Serial-Correlation    | -0.62830	<---
lzo1y 2.10 -1         |                 Ratio  |  File-bits             | +0.26704
lzo1y 2.10 -1         |                 Ratio  |  Entropy               | +0.62406	<---
lzo1y 2.10 -1         |                 Ratio  |  Chi-square            | +0.18247
lzo1y 2.10 -1         |                 Ratio  |  Mean                  | +0.62596	<---
lzo1y 2.10 -1         |                 Ratio  |  Monte-Carlo-Pi        | -0.92473	<===
lzo1y 2.10 -1         |                 Ratio  |  Serial-Correlation    | +0.15038
lzo1y 2.10 -1         |             File-bits  |  Entropy               | +0.72590	<---
lzo1y 2.10 -1         |             File-bits  |  Chi-square            | +0.97350	<===
lzo1y 2.10 -1         |             File-bits  |  Mean                  | +0.73784	<---
lzo1y 2.10 -1         |             File-bits  |  Monte-Carlo-Pi        | -0.56564	<---
lzo1y 2.10 -1         |             File-bits  |  Serial-Correlation    | -0.67652	<---
lzo1y 2.10 -1         |               Entropy  |  Chi-square            | +0.63992	<---
lzo1y 2.10 -1         |               Entropy  |  Mean                  | +0.99878	<===
lzo1y 2.10 -1         |               Entropy  |  Monte-Carlo-Pi        | -0.77221	<---
lzo1y 2.10 -1         |               Entropy  |  Serial-Correlation    | -0.61294	<---
lzo1y 2.10 -1         |            Chi-square  |  Mean                  | +0.64516	<---
lzo1y 2.10 -1         |            Chi-square  |  Monte-Carlo-Pi        | -0.46300
lzo1y 2.10 -1         |            Chi-square  |  Serial-Correlation    | -0.69981	<---
lzo1y 2.10 -1         |                  Mean  |  Monte-Carlo-Pi        | -0.78117	<---
lzo1y 2.10 -1         |                  Mean  |  Serial-Correlation    | -0.60775	<---
lzo1y 2.10 -1         |        Monte-Carlo-Pi  |  Serial-Correlation    | +0.06090
lzsse4fast 2019-04-18  |     Compression speed  |  Decompression speed   | -0.14572
lzsse4fast 2019-04-18  |     Compression speed  |  Original size         | +0.68919	<---
lzsse4fast 2019-04-18  |     Compression speed  |  Compressed size       | +0.66422	<---
lzsse4fast 2019-04-18  |     Compression speed  |  Ratio                 | -0.84751	<===
lzsse4fast 2019-04-18  |     Compression speed  |  File-bits             | +0.68919	<---
lzsse4fast 2019-04-18  |     Compression speed  |  Entropy               | +0.48276
lzsse4fast 2019-04-18  |     Compression speed  |  Chi-square            | +0.79078	<---
lzsse4fast 2019-04-18  |     Compression speed  |  Mean                  | +0.46857
lzsse4fast 2019-04-18  |     Compression speed  |  Monte-Carlo-Pi        | -0.00820
lzsse4fast 2019-04-18  |     Compression speed  |  Serial-Correlation    | -0.88952	<===
lzsse4fast 2019-04-18  |   Decompression speed  |  Original size         | +0.14669
lzsse4fast 2019-04-18  |   Decompression speed  |  Compressed size       | +0.12875
lzsse4fast 2019-04-18  |   Decompression speed  |  Ratio                 | -0.27851
lzsse4fast 2019-04-18  |   Decompression speed  |  File-bits             | +0.14669
lzsse4fast 2019-04-18  |   Decompression speed  |  Entropy               | +0.18590
lzsse4fast 2019-04-18  |   Decompression speed  |  Chi-square            | -0.02308
lzsse4fast 2019-04-18  |   Decompression speed  |  Mean                  | +0.21808
lzsse4fast 2019-04-18  |   Decompression speed  |  Monte-Carlo-Pi        | +0.00646
lzsse4fast 2019-04-18  |   Decompression speed  |  Serial-Correlation    | -0.22808
lzsse4fast 2019-04-18  |         Original size  |  Compressed size       | +0.99829	<===
lzsse4fast 2019-04-18  |         Original size  |  Ratio                 | -0.69755	<---
lzsse4fast 2019-04-18  |         Original size  |  File-bits             | +1.00000	<===
lzsse4fast 2019-04-18  |         Original size  |  Entropy               | +0.72590	<---
lzsse4fast 2019-04-18  |         Original size  |  Chi-square            | +0.97350	<===
lzsse4fast 2019-04-18  |         Original size  |  Mean                  | +0.73784	<---
lzsse4fast 2019-04-18  |         Original size  |  Monte-Carlo-Pi        | -0.56564	<---
lzsse4fast 2019-04-18  |         Original size  |  Serial-Correlation    | -0.67652	<---
lzsse4fast 2019-04-18  |       Compressed size  |  Ratio                 | -0.65808	<---
lzsse4fast 2019-04-18  |       Compressed size  |  File-bits             | +0.99829	<===
lzsse4fast 2019-04-18  |       Compressed size  |  Entropy               | +0.73360	<---
lzsse4fast 2019-04-18  |       Compressed size  |  Chi-square            | +0.96989	<===
lzsse4fast 2019-04-18  |       Compressed size  |  Mean                  | +0.74584	<---
lzsse4fast 2019-04-18  |       Compressed size  |  Monte-Carlo-Pi        | -0.60262	<---
lzsse4fast 2019-04-18  |       Compressed size  |  Serial-Correlation    | -0.65135	<---
lzsse4fast 2019-04-18  |                 Ratio  |  File-bits             | -0.69755	<---
lzsse4fast 2019-04-18  |                 Ratio  |  Entropy               | -0.37519
lzsse4fast 2019-04-18  |                 Ratio  |  Chi-square            | -0.73731	<---
lzsse4fast 2019-04-18  |                 Ratio  |  Mean                  | -0.37513
lzsse4fast 2019-04-18  |                 Ratio  |  Monte-Carlo-Pi        | -0.11717
lzsse4fast 2019-04-18  |                 Ratio  |  Serial-Correlation    | +0.84227	<===
lzsse4fast 2019-04-18  |             File-bits  |  Entropy               | +0.72590	<---
lzsse4fast 2019-04-18  |             File-bits  |  Chi-square            | +0.97350	<===
lzsse4fast 2019-04-18  |             File-bits  |  Mean                  | +0.73784	<---
lzsse4fast 2019-04-18  |             File-bits  |  Monte-Carlo-Pi        | -0.56564	<---
lzsse4fast 2019-04-18  |             File-bits  |  Serial-Correlation    | -0.67652	<---
lzsse4fast 2019-04-18  |               Entropy  |  Chi-square            | +0.63992	<---
lzsse4fast 2019-04-18  |               Entropy  |  Mean                  | +0.99878	<===
lzsse4fast 2019-04-18  |               Entropy  |  Monte-Carlo-Pi        | -0.77221	<---
lzsse4fast 2019-04-18  |               Entropy  |  Serial-Correlation    | -0.61294	<---
lzsse4fast 2019-04-18  |            Chi-square  |  Mean                  | +0.64516	<---
lzsse4fast 2019-04-18  |            Chi-square  |  Monte-Carlo-Pi        | -0.46300
lzsse4fast 2019-04-18  |            Chi-square  |  Serial-Correlation    | -0.69981	<---
lzsse4fast 2019-04-18  |                  Mean  |  Monte-Carlo-Pi        | -0.78117	<---
lzsse4fast 2019-04-18  |                  Mean  |  Serial-Correlation    | -0.60775	<---
lzsse4fast 2019-04-18  |        Monte-Carlo-Pi  |  Serial-Correlation    | +0.06090
lzsse8 2019-04-18 -1  |     Compression speed  |  Decompression speed   | -0.71067	<---
lzsse8 2019-04-18 -1  |     Compression speed  |  Original size         | +0.90253	<===
lzsse8 2019-04-18 -1  |     Compression speed  |  Compressed size       | +0.89830	<===
lzsse8 2019-04-18 -1  |     Compression speed  |  Ratio                 | +0.26185
lzsse8 2019-04-18 -1  |     Compression speed  |  File-bits             | +0.90253	<===
lzsse8 2019-04-18 -1  |     Compression speed  |  Entropy               | +0.79569	<---
lzsse8 2019-04-18 -1  |     Compression speed  |  Chi-square            | +0.93147	<===
lzsse8 2019-04-18 -1  |     Compression speed  |  Mean                  | +0.79257	<---
lzsse8 2019-04-18 -1  |     Compression speed  |  Monte-Carlo-Pi        | -0.55969	<---
lzsse8 2019-04-18 -1  |     Compression speed  |  Serial-Correlation    | -0.76680	<---
lzsse8 2019-04-18 -1  |   Decompression speed  |  Original size         | -0.56561	<---
lzsse8 2019-04-18 -1  |   Decompression speed  |  Compressed size       | -0.60012	<---
lzsse8 2019-04-18 -1  |   Decompression speed  |  Ratio                 | -0.82377	<===
lzsse8 2019-04-18 -1  |   Decompression speed  |  File-bits             | -0.56561	<---
lzsse8 2019-04-18 -1  |   Decompression speed  |  Entropy               | -0.68733	<---
lzsse8 2019-04-18 -1  |   Decompression speed  |  Chi-square            | -0.56891	<---
lzsse8 2019-04-18 -1  |   Decompression speed  |  Mean                  | -0.68066	<---
lzsse8 2019-04-18 -1  |   Decompression speed  |  Monte-Carlo-Pi        | +0.86911	<===
lzsse8 2019-04-18 -1  |   Decompression speed  |  Serial-Correlation    | +0.16176
lzsse8 2019-04-18 -1  |         Original size  |  Compressed size       | +0.99777	<===
lzsse8 2019-04-18 -1  |         Original size  |  Ratio                 | +0.10660
lzsse8 2019-04-18 -1  |         Original size  |  File-bits             | +1.00000	<===
lzsse8 2019-04-18 -1  |         Original size  |  Entropy               | +0.72590	<---
lzsse8 2019-04-18 -1  |         Original size  |  Chi-square            | +0.97350	<===
lzsse8 2019-04-18 -1  |         Original size  |  Mean                  | +0.73784	<---
lzsse8 2019-04-18 -1  |         Original size  |  Monte-Carlo-Pi        | -0.56564	<---
lzsse8 2019-04-18 -1  |         Original size  |  Serial-Correlation    | -0.67652	<---
lzsse8 2019-04-18 -1  |       Compressed size  |  Ratio                 | +0.15815
lzsse8 2019-04-18 -1  |       Compressed size  |  File-bits             | +0.99777	<===
lzsse8 2019-04-18 -1  |       Compressed size  |  Entropy               | +0.73459	<---
lzsse8 2019-04-18 -1  |       Compressed size  |  Chi-square            | +0.96547	<===
lzsse8 2019-04-18 -1  |       Compressed size  |  Mean                  | +0.74750	<---
lzsse8 2019-04-18 -1  |       Compressed size  |  Monte-Carlo-Pi        | -0.60983	<---
lzsse8 2019-04-18 -1  |       Compressed size  |  Serial-Correlation    | -0.64271	<---
lzsse8 2019-04-18 -1  |                 Ratio  |  File-bits             | +0.10660
lzsse8 2019-04-18 -1  |                 Ratio  |  Entropy               | +0.50677	<---
lzsse8 2019-04-18 -1  |                 Ratio  |  Chi-square            | +0.05301
lzsse8 2019-04-18 -1  |                 Ratio  |  Mean                  | +0.50178	<---
lzsse8 2019-04-18 -1  |                 Ratio  |  Monte-Carlo-Pi        | -0.82889	<===
lzsse8 2019-04-18 -1  |                 Ratio  |  Serial-Correlation    | +0.24136
lzsse8 2019-04-18 -1  |             File-bits  |  Entropy               | +0.72590	<---
lzsse8 2019-04-18 -1  |             File-bits  |  Chi-square            | +0.97350	<===
lzsse8 2019-04-18 -1  |             File-bits  |  Mean                  | +0.73784	<---
lzsse8 2019-04-18 -1  |             File-bits  |  Monte-Carlo-Pi        | -0.56564	<---
lzsse8 2019-04-18 -1  |             File-bits  |  Serial-Correlation    | -0.67652	<---
lzsse8 2019-04-18 -1  |               Entropy  |  Chi-square            | +0.63992	<---
lzsse8 2019-04-18 -1  |               Entropy  |  Mean                  | +0.99878	<===
lzsse8 2019-04-18 -1  |               Entropy  |  Monte-Carlo-Pi        | -0.77221	<---
